Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Classification
BGT,Blackrock Global,13.17,311694679.74,,2004.0,,,https://www.nasdaq.com/symbol/bgt,smallcap
BOE,Blackrock Global,11.24,774568575.8,,2005.0,,,https://www.nasdaq.com/symbol/boe,smallcap
BME,Blackrock Health Sciences Trust,41.01,381443360.28,,2005.0,,,https://www.nasdaq.com/symbol/bme,smallcap
BKT,BlackRock Income Trust Inc. (The),5.76,367471365.12,,,,,https://www.nasdaq.com/symbol/bkt,smallcap
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.77,629212828.09,,2007.0,,,https://www.nasdaq.com/symbol/bgy,smallcap
BIT,BlackRock Multi-Sector Income Trust,17.63,667314998.78,,2013.0,,,https://www.nasdaq.com/symbol/bit,smallcap
MUI,Blackrock Muni Intermediate Duration Fund Inc,13.24,507042561.84,,2003.0,,,https://www.nasdaq.com/symbol/mui,smallcap
MUA,"Blackrock MuniAssets Fund, Inc.",13.33,479982787.63,,1993.0,,,https://www.nasdaq.com/symbol/mua,smallcap
BKK,Blackrock Municipal 2020 Term Trust,14.96,302739954.88,,2003.0,,,https://www.nasdaq.com/symbol/bkk,smallcap
BYM,Blackrock Municipal Income Quality Trust,13.16,347506552.68,,2002.0,,,https://www.nasdaq.com/symbol/bym,smallcap
BFK,BlackRock Municipal Income Trust,13.02,583704046.8,,,,,https://www.nasdaq.com/symbol/bfk,smallcap
BLE,BlackRock Municipal Income Trust II,13.53,318359019.33,,2002.0,,,https://www.nasdaq.com/symbol/ble,smallcap
BTT,BlackRock Municipal Target Term Trust Inc. (The),21.37,1506704052.27,,2012.0,,,https://www.nasdaq.com/symbol/btt,smallcap
MEN,"Blackrock MuniEnhanced Fund, Inc.",10.39,308390535.64,,1989.0,,,https://www.nasdaq.com/symbol/men,smallcap
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",13.15,539182651.45,,1998.0,,,https://www.nasdaq.com/symbol/muc,smallcap
MFL,Blackrock MuniHoldings Investment Quality Fund,12.73,482418727.84,,1997.0,,,https://www.nasdaq.com/symbol/mfl,smallcap
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",12.96,390794090.4,,1998.0,,,https://www.nasdaq.com/symbol/muj,smallcap
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",12.34,384169163.82,,1997.0,,,https://www.nasdaq.com/symbol/mhn,smallcap
MCA,"Blackrock MuniYield California Insured Fund, Inc.",13.36,459660379.12,,1992.0,,,https://www.nasdaq.com/symbol/mca,smallcap
MYD,"Blackrock MuniYield Fund, Inc.",13.87,650376103.37,,1991.0,,,https://www.nasdaq.com/symbol/myd,smallcap
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",12.85,380080756.65,,1992.0,,,https://www.nasdaq.com/symbol/miy,smallcap
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",13.45,324926512.25,,1992.0,,,https://www.nasdaq.com/symbol/myj,smallcap
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",11.85,469101020.4,,1992.0,,,https://www.nasdaq.com/symbol/myn,smallcap
MYI,"Blackrock MuniYield Quality Fund III, Inc.",12.4,845068444.4,,,,,https://www.nasdaq.com/symbol/myi,smallcap
MQY,"Blackrock MuniYield Quality Fund, Inc.",13.78,423214777.44,,1992.0,,,https://www.nasdaq.com/symbol/mqy,smallcap
BCX,BlackRock Resources,8.9,853588978.6,,2011.0,,,https://www.nasdaq.com/symbol/bcx,smallcap
BST,BlackRock Science and Technology Trust,34.38,769806224.28,,2014.0,,,https://www.nasdaq.com/symbol/bst,smallcap
TCPC,BlackRock TCP Capital Corp.,14.68,863276660.16,,2012.0,,,https://www.nasdaq.com/symbol/tcpc,smallcap
BUI,"BlackRock Utility, Infrastructure & Power Opportun",20.64,349920776.64,,2011.0,,,https://www.nasdaq.com/symbol/bui,smallcap
BGB,Blackstone / GSO Strategic Credit Fund,15.93,711503605.26,,2012.0,,,https://www.nasdaq.com/symbol/bgb,smallcap
BLMN,"Bloomin&#39; Brands, Inc.",19.1,1767482313.1,,2012.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/blmn,smallcap
BCOR,"Blucora, Inc.",36.1,1719944898.3,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/bcor,smallcap
APRN,"Blue Apron Holdings, Inc.",2.23,429275660.08,,2017.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/aprn,smallcap
BLBD,Blue Bird Corporation,22.25,603222130.75,,2014.0,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/blbd,smallcap
BHBK,"Blue Hills Bancorp, Inc.",23.75,638906991.25,,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bhbk,smallcap
BXG,Bluegreen Vacations Corporation,19.46,1454332494.3,,2017.0,Finance,Real Estate,https://www.nasdaq.com/symbol/bxg,smallcap
BXC,BlueLinx Holdings Inc.,36.51,339129451.23,,2004.0,Capital Goods,Wholesale Distributors,https://www.nasdaq.com/symbol/bxc,smallcap
BMCH,"BMC Stock Holdings, Inc.",22.7,1528066662.4,,2013.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bmch,smallcap
WIFI,"Boingo Wireless, Inc.",31.77,1343133237.06,,2011.0,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/wifi,smallcap
BCC,"Boise Cascade, L.L.C.",45.3,1761834417.6,,2013.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bcc,smallcap
BOJA,"Bojangles&#39;, Inc.",14.75,543947668.0,,2015.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/boja,smallcap
BCEI,"Bonanza Creek Energy, Inc.",32.23,662038686.1,,2017.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bcei,smallcap
BOOT,"Boot Barn Holdings, Inc.",26.68,746927170.28,,2014.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/boot,smallcap
BOMN,Boston Omaha Corporation,22.52,496871911.68,,,Finance,Real Estate,https://www.nasdaq.com/symbol/bomn,smallcap
BPFH,"Boston Private Financial Holdings, Inc.",14.2,1200832982.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfh,smallcap
BPT,BP Prudhoe Bay Royalty Trust,29.1,622740000.0,,,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/bpt,smallcap
BHR,Braemar Hotels & Resorts Inc.,11.0,357520680.0,,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bhr,smallcap
BDGE,"Bridge Bancorp, Inc.",35.35,699408516.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bdge,smallcap
BPI,"Bridgepoint Education, Inc.",12.75,344101169.25,,2009.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bpi,smallcap
BWB,"Bridgewater Bancshares, Inc.",12.76,383672452.24,,2018.0,Finance,Major Banks,https://www.nasdaq.com/symbol/bwb,smallcap
BGG,Briggs & Stratton Corporation,20.59,878478506.41,,,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bgg,smallcap
BEDU,Bright Scholar Education Holdings Limited,12.38,1451555000.0,,2017.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/bedu,smallcap
BSIG,BrightSphere Investment Group plc,12.5,1340934337.5,,2014.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/bsig,smallcap
BV,"BrightView Holdings, Inc.",17.92,1835459745.28,,2018.0,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/bv,smallcap
EAT,"Brinker International, Inc.",43.89,1924743018.66,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/eat,smallcap
BRS,Bristow Group Inc,11.16,399140469.0,,,Transportation,Transportation Services,https://www.nasdaq.com/symbol/brs,smallcap
BKD,Brookdale Senior Living Inc.,8.99,1687089012.51,,2005.0,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/bkd,smallcap
RA,Brookfield Real Assets Income Fund Inc.,23.34,851628449.58,,2016.0,,,https://www.nasdaq.com/symbol/ra,smallcap
BRKL,"Brookline Bancorp, Inc.",18.2,1463575222.2,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/brkl,smallcap
BMTC,Bryn Mawr Bank Corporation,49.05,993040843.05,,,Finance,Major Banks,https://www.nasdaq.com/symbol/bmtc,smallcap
BLMT,"BSB Bancorp, Inc.",32.95,321315121.15,,2011.0,Finance,Major Banks,https://www.nasdaq.com/symbol/blmt,smallcap
BKE,"Buckle, Inc. (The)",26.55,1302141962.25,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/bke,smallcap
BLDR,"Builders FirstSource, Inc.",16.1,1847072097.5,,2005.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bldr,smallcap
BY,"Byline Bancorp, Inc.",24.06,871428057.3,,2017.0,Finance,Major Banks,https://www.nasdaq.com/symbol/by,smallcap
CJ,"C&J Energy Services, Inc",23.8,1626911284.6,,2017.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cj,smallcap
CDZI,"Cadiz, Inc.",12.8,312966246.4,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cdzi,smallcap
CSTE,Caesarstone Ltd.,18.9,649189674.0,,2012.0,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cste,smallcap
CAI,"CAI International, Inc.",25.53,492891804.81,,,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/cai,smallcap
CHY,Calamos Convertible and High Income Fund,13.08,954952396.44,,2003.0,,,https://www.nasdaq.com/symbol/chy,smallcap
CHI,Calamos Convertible Opportunities and Income Fund,12.55,887994752.7,,2002.0,,,https://www.nasdaq.com/symbol/chi,smallcap
CCD,Calamos Dynamic Convertible & Income Fund,22.27,543047090.84,,,,,https://www.nasdaq.com/symbol/ccd,smallcap
CHW,Calamos Global Dynamic Income Fund,9.07,535546766.5,,2007.0,,,https://www.nasdaq.com/symbol/chw,smallcap
CAMP,CalAmp Corp.,23.09,814647733.81,,1983.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/camp,smallcap
CVGW,"Calavo Growers, Inc.",105.5,1853383488.0,,,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/cvgw,smallcap
CAL,"Caleres, Inc.",37.4,1615202738.6,,,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/cal,smallcap
CRC,California Resources Corporation,35.78,1730068801.46,,2014.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crc,smallcap
CWT,California Water  Service Group Holding,41.1,1975677000.0,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwt,smallcap
CALX,"Calix, Inc",7.6,403402201.2,,2010.0,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/calx,smallcap
CLMT,"Calumet Specialty Products Partners, L.P.",7.05,543549938.1,,2006.0,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/clmt,smallcap
CLXT,"Calyxt, Inc.",17.32,560238868.6,,2017.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/clxt,smallcap
ABCD,"Cambium Learning Group, Inc.",13.74,649313186.04,,,Consumer Services,Publishing,https://www.nasdaq.com/symbol/abcd,smallcap
CATC,Cambridge Bancorp,89.62,367831757.38,,,Finance,Major Banks,https://www.nasdaq.com/symbol/catc,smallcap
CAC,Camden National Corporation,45.98,716195929.02,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cac,smallcap
CWH,"Camping World Holdings, Inc.",20.49,1797272850.66,,2016.0,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cwh,smallcap
CAMT,Camtek Ltd.,10.42,377164268.54,,2000.0,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/camt,smallcap
CSIQ,Canadian Solar Inc.,13.86,811943262.9,,2006.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/csiq,smallcap
CANG,Cango Inc.,10.3,1556380943.8,,2018.0,,,https://www.nasdaq.com/symbol/cang,smallcap
CNNE,"Cannae Holdings, Inc.",19.67,1413438775.63,,2017.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cnne,smallcap
CCBG,Capital City Bank Group,24.86,424003807.04,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ccbg,smallcap
CPLP,Capital Product Partners L.P.,3.03,385557476.76,,2007.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cplp,smallcap
CSWC,Capital Southwest Corporation,19.07,310711209.58,,,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswc,smallcap
CFFN,"Capitol Federal Financial, Inc.",13.47,1862411163.45,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cffn,smallcap
CMO,Capstead Mortgage Corporation,8.34,771475153.44,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmo,smallcap
CARA,"Cara Therapeutics, Inc.",18.42,723730346.88,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cara,smallcap
CBLK,"Carbon Black, Inc.",23.59,1600184975.69,,2018.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cblk,smallcap
CARB,"Carbonite, Inc.",41.35,1389932986.95,,2011.0,Technology,EDP Services,https://www.nasdaq.com/symbol/carb,smallcap
CSII,"Cardiovascular Systems, Inc.",38.32,1274454415.6,,1981.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/csii,smallcap
CDLX,"Cardlytics, Inc.",19.21,409118251.5,,2018.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cdlx,smallcap
CATM,Cardtronics plc,37.99,1750941206.71,,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/catm,smallcap
CRCM,"Care.com, Inc.",19.71,616216987.8,,2014.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/crcm,smallcap
CDNA,"CareDx, Inc.",21.2,770537828.8,,2014.0,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cdna,smallcap
CECO,Career Education Corporation,16.5,1150437552.0,,1998.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceco,smallcap
CTRE,"CareTrust REIT, Inc.",18.38,1488431827.66,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctre,smallcap
CARO,Carolina Financial Corporation,41.89,947189996.07,,,Finance,Major Banks,https://www.nasdaq.com/symbol/caro,smallcap
CSV,"Carriage Services, Inc.",23.22,444747869.1,,,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/csv,smallcap
CRZO,"Carrizo Oil & Gas, Inc.",24.35,1999487880.2,,1997.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crzo,smallcap
TAST,"Carrols Restaurant Group, Inc.",16.25,593757173.75,,2006.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tast,smallcap
CARS,Cars.com Inc.,26.59,1854191349.63,,2017.0,Technology,EDP Services,https://www.nasdaq.com/symbol/cars,smallcap
CASA,"Casa Systems, Inc.",13.97,1206174242.46,,2017.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/casa,smallcap
CWST,"Casella Waste Systems, Inc.",27.56,1178277999.08,,1997.0,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/cwst,smallcap
CASI,"CASI Pharmaceuticals, Inc.",7.34,635579767.66,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/casi,smallcap
CASS,"Cass Information Systems, Inc",73.85,907943064.7,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cass,smallcap
CSLT,"Castlight Health, inc.",3.0,413280528.0,,2014.0,Technology,EDP Services,https://www.nasdaq.com/symbol/cslt,smallcap
CPRX,"Catalyst Pharmaceuticals, Inc.",3.17,325239647.86,,2006.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cprx,smallcap
CTT           ,"CatchMark Timber Trust, Inc.",12.22,600198656.46,,2013.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctt,smallcap
CATO,Cato Corporation (The),21.27,534086381.88,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/cato,smallcap
CBZ,"CBIZ, Inc.",23.55,1302860653.5,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cbz,smallcap
CBL,"CBL & Associates Properties, Inc.",4.56,787363476.24,,1993.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cbl,smallcap
IGR,CBRE Clarion Global Real Estate Income Fund,7.48,872096895.12,,2004.0,,,https://www.nasdaq.com/symbol/igr,smallcap
CBTX,"CBTX, Inc.",37.29,968144757.36,,2017.0,Finance,Major Banks,https://www.nasdaq.com/symbol/cbtx,smallcap
CDR,"Cedar Realty Trust, Inc.",4.53,413187256.95,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdr,smallcap
CLS,"Celestica, Inc.",12.26,1480079954.78,,1998.0,Technology,Electrical Products,https://www.nasdaq.com/symbol/cls,smallcap
CEL,"Cellcom Israel, Ltd.",6.2461,631134407.4777,,2007.0,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cel,smallcap
CLLS,Cellectis S.A.,29.32,472100641.88,16101659.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/clls,smallcap
CBMG,"Cellular Biomedicine Group, Inc.",20.35,345176781.4,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbmg,smallcap
CYAD,Celyad SA,29.28,25870666.08,883561.0,2015.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyad,smallcap
CPAC,Cementos Pacasmayo S.A.A.,10.5,899024374.5,,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpac,smallcap
CETV,Central European Media Enterprises Ltd.,3.75,945453776.25,,1994.0,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv,smallcap
CEPU,Central Puerto S.A.,9.41,1424694937.25,,2018.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cepu,smallcap
CET,Central Securities Corporation,28.991,729025544.4560001,,,,,https://www.nasdaq.com/symbol/cet,smallcap
CENX,Century Aluminum Company,12.53,1097641670.23,,1996.0,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx,smallcap
CNBKA,"Century Bancorp, Inc.",74.8,416479593.2,,1987.0,Finance,Major Banks,https://www.nasdaq.com/symbol/cnbka,smallcap
CCS,"Century Communities, Inc.",29.25,880988325.75,,2014.0,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/ccs,smallcap
CERS,Cerus Corporation,7.11,951416800.56,,1997.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cers,smallcap
CEVA,"CEVA, Inc.",30.15,664247433.6,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/ceva,smallcap
CGG,CGG,2.72,1902100207.84,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cgg,smallcap
CYOU,Changyou.com Limited,14.34,275545337.04,19215156.0,2009.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyou,smallcap
ECOM          ,ChannelAdvisor Corporation,13.35,364222696.65,,2013.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ecom,smallcap
CHFN,Charter Financial Corp.,24.81,378661930.32,,2010.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/chfn,smallcap
CCF,Chase Corporation,129.15,1213527237.3,,,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ccf,smallcap
CLDT,Chatham Lodging Trust (REIT),21.52,987318425.68,,2010.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cldt,smallcap
CMCM,Cheetah Mobile Inc.,10.49,1491310461.87,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cmcm,smallcap
CCXI,"ChemoCentryx, Inc.",11.48,578345995.08,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ccxi,smallcap
CHSP,Chesapeake Lodging Trust,32.63,1970723535.69,,2010.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/chsp,smallcap
CPK,Chesapeake Utilities Corporation,84.35,1381530270.75,,,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/cpk,smallcap
CHS,"Chico&#39;s FAS, Inc.",9.36,1208968151.04,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/chs,smallcap
CHN,"China Fund, Inc. (The)",19.899,312865509.825,,,,,https://www.nasdaq.com/symbol/chn,smallcap
CYD,China Yuchai International Limited,19.6,800822503.6,,1994.0,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cyd,smallcap
IMOS,ChipMOS TECHNOLOGIES INC.,13.72,96266640.68,7016519.0,,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos,smallcap
CHSCM,CHS Inc,26.8,509200000.0,,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscm,smallcap
CHSCN,CHS Inc,28.1,472080000.0,,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscn,smallcap
CHSCO,CHS Inc,28.98,328029691.5,,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chsco,smallcap
CHUY,"Chuy&#39;s Holdings, Inc.",27.4,464344758.6,,2012.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/chuy,smallcap
CMCT,CIM Commercial Trust Corporation,15.5,678823631.5,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct,smallcap
CBB,Cincinnati Bell Inc,12.5,626964600.0,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cbb,smallcap
CINR,Ciner Resources LP,27.01,533696829.31,,2013.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/cinr,smallcap
CIR,"CIRCOR International, Inc.",43.43,861503624.86,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/cir,smallcap
CTRN,"Citi Trends, Inc.",33.55,458860330.5,,2005.0,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ctrn,smallcap
BLW,Citigroup Inc.,14.99,553773756.21,,2003.0,Finance,Major Banks,https://www.nasdaq.com/symbol/blw,smallcap
CZNC,Citizens & Northern Corp,28.63,351631484.12,,,Finance,Major Banks,https://www.nasdaq.com/symbol/cznc,smallcap
CIA,"Citizens, Inc.",8.28,414677535.84,,,Finance,Life Insurance,https://www.nasdaq.com/symbol/cia,smallcap
CHCO,City Holding Company,81.92,1266191728.64,,,Finance,Major Banks,https://www.nasdaq.com/symbol/chco,smallcap
CIO,"City Office REIT, Inc.",12.97,468648524.87,,2014.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cio,smallcap
CVEO,Civeo Corporation,3.94,661755363.16,,2014.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cveo,smallcap
CIVI,"Civitas Solutions, Inc.",16.35,592346880.45,,2014.0,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/civi,smallcap
CLAR,Clarus Corporation,10.4,308193891.2,,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/clar,smallcap
CLNE,Clean Energy Fuels Corp.,2.88,585976268.16,,2007.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/clne,smallcap
CCO,"Clear Channel Outdoor Holdings, Inc.",4.7,1710967155.5,,2005.0,Consumer Services,Advertising,https://www.nasdaq.com/symbol/cco,smallcap
CBA           ,ClearBridge American Energy MLP Fund Inc.,8.13,476359455.87,,2013.0,,,https://www.nasdaq.com/symbol/cba,smallcap
CEM,ClearBridge Energy MLP Fund Inc.,14.9,1049182933.8,,2010.0,,,https://www.nasdaq.com/symbol/cem,smallcap
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,11.76,366865618.56,,2011.0,,,https://www.nasdaq.com/symbol/emo,smallcap
CTR,ClearBridge Energy MLP Total Return Fund Inc.,11.77,451969671.34,,2012.0,,,https://www.nasdaq.com/symbol/ctr,smallcap
CLW,Clearwater Paper Corporation,28.75,473257171.25,,,Basic Industries,Paper,https://www.nasdaq.com/symbol/clw,smallcap
CMTA,Clementia Pharmaceuticals Inc.,9.49,300999872.16,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmta,smallcap
GLO,Clough Global Opportunities Fund,11.27,363169123.24,,2006.0,,,https://www.nasdaq.com/symbol/glo,smallcap
CLVS,"Clovis Oncology, Inc.",35.15,1850633123.65,,2011.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs,smallcap
CCNE,CNB Financial Corporation,31.72,484853839.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne,smallcap
CEO,CNOOC Limited,172.04,1808021864.44,,2001.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ceo,smallcap
CNXM,CNX Midstream Partners LP,20.61,1311582580.65,,2014.0,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/cnxm,smallcap
CEIX,CNX Resources Corporation,41.51,1162416360.35,,2017.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/ceix,smallcap
COBZ,CoBiz Financial Inc.,22.88,970094268.0,,1998.0,Finance,Major Banks,https://www.nasdaq.com/symbol/cobz,smallcap
COKE,Coca-Cola Bottling Co. Consolidated,169.6,1586517264.0,,1972.0,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke,smallcap
CDXS,"Codexis, Inc.",16.3,872251321.3,,2010.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs,smallcap
CDE,"Coeur Mining, Inc.",5.64,1055029713.84,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/cde,smallcap
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",13.12,356984021.76,,2006.0,,,https://www.nasdaq.com/symbol/fof,smallcap
CNS,Cohen & Steers Inc,42.59,1991392810.74,,2004.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/cns,smallcap
UTF,"Cohen & Steers Infrastructure Fund, Inc",23.35,1992217189.9,,2004.0,,,https://www.nasdaq.com/symbol/utf,smallcap
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",24.92,718458053.6,,2012.0,,,https://www.nasdaq.com/symbol/ldp,smallcap
RQI,Cohen & Steers Quality Income Realty Fund Inc,12.46,1360151068.92,,2002.0,,,https://www.nasdaq.com/symbol/rqi,smallcap
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,19.96,949432050.56,,2003.0,,,https://www.nasdaq.com/symbol/rnp,smallcap
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",27.22,326492222.62,,2010.0,,,https://www.nasdaq.com/symbol/psf,smallcap
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",12.94,338192968.86,,1993.0,,,https://www.nasdaq.com/symbol/rfi,smallcap
CHRS,"Coherus BioSciences, Inc.",18.9,1281813630.3,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs,smallcap
